id,position_id,type,quantity,price_brl,executed_at,created_at
b49f2b66-c95e-4da5-9826-714b35b5ac0b,3fb12e71-4df0-4049-8ee1-eb98701e6b72,buy,7970.257592,5.591294,2026-03-24 11:40:08,2026-03-24 11:40:08
1d9735e2-ad42-4ad2-9f75-240e36d0fabf,3fb12e71-4df0-4049-8ee1-eb98701e6b72,buy,7231.103955,5.697056,2026-03-24 18:32:57,2026-03-24 18:32:57
3b816dce-c9d7-4bd1-a87a-138bac44c5d3,3fb12e71-4df0-4049-8ee1-eb98701e6b72,buy,9177.303958,5.837658,2026-03-25 17:17:01,2026-03-25 17:17:01
2282ce21-44cc-4b0a-aac1-4e307e7051df,3fb12e71-4df0-4049-8ee1-eb98701e6b72,buy,6453.913686,6.119417,2026-03-25 17:30:29,2026-03-25 17:30:29
0ffb73ce-f1a4-4b42-8b52-2dfa0ab7363b,3fb12e71-4df0-4049-8ee1-eb98701e6b72,buy,434.855196,5.991071,2026-03-26 05:45:05,2026-03-26 05:45:05
7a3cd8d8-5068-455d-8ccc-db8e7c060979,3fb12e71-4df0-4049-8ee1-eb98701e6b72,sell,9457.362301,5.871328,2026-03-28 07:28:01,2026-03-28 07:28:01
44356cb1-8b43-48de-93b0-815875dc66d8,3fb12e71-4df0-4049-8ee1-eb98701e6b72,buy,7666.954551,5.938187,2026-03-28 07:36:38,2026-03-28 07:36:38
44ec3485-4de7-43bc-bf81-e02d9c570ef1,3fb12e71-4df0-4049-8ee1-eb98701e6b72,buy,8441.192697,5.826501,2026-03-28 09:29:52,2026-03-28 09:29:52
a2bf488e-9a09-4b98-ad88-1e85002b2bde,3fb12e71-4df0-4049-8ee1-eb98701e6b72,buy,7100.978681,6.026236,2026-03-29 01:41:06,2026-03-29 01:41:06
58fb0ee9-dd4c-4e4d-bf50-da94ba6f06a9,3fb12e71-4df0-4049-8ee1-eb98701e6b72,buy,5106.755905,6.168045,2026-03-29 10:44:14,2026-03-29 10:44:14
f62b92cc-8192-42bc-b371-18bfcceb28a4,3fb12e71-4df0-4049-8ee1-eb98701e6b72,buy,6216.568835,5.916751,2026-03-29 22:52:25,2026-03-29 22:52:25
35662f92-9d57-4c8c-9f0a-23614f078a59,286dd976-1fd1-4323-9fcf-7cf2c6792114,buy,3.102706,450.0,2026-03-28 00:28:53,2026-03-28 00:28:53
0a6e049b-d314-4239-99f1-ff0c861eceb0,286dd976-1fd1-4323-9fcf-7cf2c6792114,buy,1.778661,435.575564,2026-03-28 00:51:46,2026-03-28 00:51:46
d5e32514-5a67-45b8-b4e3-95ee7129f342,286dd976-1fd1-4323-9fcf-7cf2c6792114,sell,0.202071,432.386614,2026-03-28 01:08:43,2026-03-28 01:08:43
1020ad75-f576-4986-8b3e-bd5e881926a8,286dd976-1fd1-4323-9fcf-7cf2c6792114,sell,1.079303,405.630248,2026-03-28 01:13:04,2026-03-28 01:13:04
8047fe9a-82bb-44ab-9508-1f12bd7eb648,286dd976-1fd1-4323-9fcf-7cf2c6792114,buy,3.489209,405.28073,2026-03-28 20:00:21,2026-03-28 20:00:21
617ec366-59fa-40e5-9d6c-01a1486ac79e,286dd976-1fd1-4323-9fcf-7cf2c6792114,buy,4.14203,370.45697,2026-03-29 05:57:09,2026-03-29 05:57:09
7a06e27f-407a-425a-af3a-da6679bf007c,286dd976-1fd1-4323-9fcf-7cf2c6792114,buy,4.958457,385.295957,2026-03-29 14:33:03,2026-03-29 14:33:03
375e0110-1bda-4a62-b700-bd3c33837b05,286dd976-1fd1-4323-9fcf-7cf2c6792114,buy,0.168106,400.117449,2026-03-29 14:45:16,2026-03-29 14:45:16
b0030769-5ce8-4a1c-9eaa-c38b2aab0f58,286dd976-1fd1-4323-9fcf-7cf2c6792114,buy,1.892076,432.439038,2026-03-29 16:10:10,2026-03-29 16:10:10
58653d66-b65b-4b30-97f7-f1c5324e0fde,286dd976-1fd1-4323-9fcf-7cf2c6792114,buy,3.187373,419.744693,2026-03-30 04:35:18,2026-03-30 04:35:18
da11b086-5465-4ba1-a930-5f9f9999e771,7e482dd5-7486-476d-82dd-745946c17b59,buy,4.644544,17000.0,2026-03-22 12:23:38,2026-03-22 12:23:38
3d050b35-1011-46f9-b69b-3ccb003459ad,7e482dd5-7486-476d-82dd-745946c17b59,buy,4.807731,16922.934269,2026-03-23 03:46:34,2026-03-23 03:46:34
55b6e303-8db8-41d2-9cf7-a90a31f60977,7e482dd5-7486-476d-82dd-745946c17b59,buy,3.76375,17507.868486,2026-03-24 13:34:46,2026-03-24 13:34:46
b94a5c33-2057-4821-88b2-314dc71eb4ca,7e482dd5-7486-476d-82dd-745946c17b59,sell,1.997497,16991.37667,2026-03-24 18:55:27,2026-03-24 18:55:27
177fc170-5d06-4ccf-80b9-21f4e2e958a0,7e482dd5-7486-476d-82dd-745946c17b59,buy,0.820627,17247.185484,2026-03-26 00:29:22,2026-03-26 00:29:22
72434e7a-90ae-403c-9845-cc078d0f23d2,7e482dd5-7486-476d-82dd-745946c17b59,buy,4.174906,17325.395138,2026-03-28 09:50:15,2026-03-28 09:50:15
3cb4cb60-ee22-44e6-9b8c-3438cebb01b7,7e482dd5-7486-476d-82dd-745946c17b59,buy,4.483664,18650.982589,2026-03-28 20:49:03,2026-03-28 20:49:03
0d348af1-b580-4bae-8837-608bcd587c32,7e482dd5-7486-476d-82dd-745946c17b59,buy,3.78049,17930.477275,2026-03-29 19:50:34,2026-03-29 19:50:34
beedb9a4-90fc-43c5-b1c9-e726bf7e40b7,7e482dd5-7486-476d-82dd-745946c17b59,buy,4.942505,17759.529909,2026-03-30 09:38:36,2026-03-30 09:38:36
e6b4faee-77f1-4ecd-ad51-f284530f88ab,8a9d01e3-2cf6-42d9-8660-84302a3f1bb7,buy,4.774743,3.2,2026-03-09 20:17:01,2026-03-09 20:17:01
43d18c30-2760-41e6-9e4b-65988c393582,8a9d01e3-2cf6-42d9-8660-84302a3f1bb7,buy,3.870039,3.187136,2026-03-13 15:14:01,2026-03-13 15:14:01
97e5be8b-95e1-4aff-98bc-7acb9fb3e15d,8a9d01e3-2cf6-42d9-8660-84302a3f1bb7,buy,1.373902,3.069508,2026-03-18 14:37:20,2026-03-18 14:37:20
62eda1a6-0732-4925-b459-306e8e7fee11,8a9d01e3-2cf6-42d9-8660-84302a3f1bb7,sell,2.458111,3.246558,2026-03-28 08:33:48,2026-03-28 08:33:48
a41e8959-e43f-4fb2-a628-07b075ea6531,ab563d41-ecf4-4ce8-8821-24a6de0f602a,buy,54.326434,33.0,2026-03-21 00:57:36,2026-03-21 00:57:36
f2a5266e-53c6-4974-a8a0-e29e9f1a16d9,ab563d41-ecf4-4ce8-8821-24a6de0f602a,buy,156.994166,33.153346,2026-03-24 14:42:15,2026-03-24 14:42:15
c87d5d30-7484-4d4c-a7d2-92e4b4430707,ab563d41-ecf4-4ce8-8821-24a6de0f602a,buy,78.534773,32.054417,2026-03-27 02:38:54,2026-03-27 02:38:54
e3904c9b-f948-4143-aebf-c3d83eb61a5a,ab563d41-ecf4-4ce8-8821-24a6de0f602a,buy,19.212565,32.065592,2026-03-28 00:26:04,2026-03-28 00:26:04
e4690c1d-dec1-4e71-a5b8-81c2eee30fbf,ab563d41-ecf4-4ce8-8821-24a6de0f602a,sell,69.282063,32.566671,2026-03-28 05:58:31,2026-03-28 05:58:31
adf1d8c2-021c-4d67-8aa2-d9a189ced2f7,604c98f2-d234-4ac8-998e-5c729ad9cf4c,buy,104.699802,2300.0,2026-03-20 07:38:57,2026-03-20 07:38:57
edc5f33c-6431-46f6-95ec-0017b7836ddd,604c98f2-d234-4ac8-998e-5c729ad9cf4c,buy,34.730847,2167.803537,2026-03-21 02:06:12,2026-03-21 02:06:12
c5982daa-d9eb-4bc3-856d-2c63379f8cf1,604c98f2-d234-4ac8-998e-5c729ad9cf4c,buy,54.412953,2080.905745,2026-03-21 03:06:24,2026-03-21 03:06:24
95d88bf3-bba4-497e-a23b-eb4f936a7b59,604c98f2-d234-4ac8-998e-5c729ad9cf4c,buy,34.274273,2089.500808,2026-03-21 06:05:10,2026-03-21 06:05:10
20aa71f1-7aa8-41e7-89d5-e1810c4c3e0c,604c98f2-d234-4ac8-998e-5c729ad9cf4c,buy,60.650699,2079.550945,2026-03-24 07:05:06,2026-03-24 07:05:06
abb37eee-b904-4965-86c8-e64564626024,604c98f2-d234-4ac8-998e-5c729ad9cf4c,sell,52.779638,1955.665353,2026-03-24 22:51:05,2026-03-24 22:51:05
6138403a-6595-487e-a79b-8ba1a0beb3dc,604c98f2-d234-4ac8-998e-5c729ad9cf4c,sell,85.341248,2025.747367,2026-03-26 05:15:33,2026-03-26 05:15:33
ce541edd-4de1-4e63-acc7-f69affc46e21,604c98f2-d234-4ac8-998e-5c729ad9cf4c,buy,123.71709,2009.414502,2026-03-26 17:25:41,2026-03-26 17:25:41
7979bc7b-f3ac-4767-8224-cfa79685cc40,604c98f2-d234-4ac8-998e-5c729ad9cf4c,buy,27.962416,1907.769846,2026-03-26 17:34:47,2026-03-26 17:34:47
5af79623-1ade-4a91-a690-b364475ea737,604c98f2-d234-4ac8-998e-5c729ad9cf4c,buy,79.742704,1964.617261,2026-03-26 18:14:01,2026-03-26 18:14:01
1e937351-f1c4-4cfe-98d6-0cabd8a17213,b2049e14-a22e-4e30-8817-94398f6e76bf,buy,1.970746,0.9,2026-03-20 07:17:53,2026-03-20 07:17:53
1eb18b0d-2050-46f9-b078-e0f0212a9a95,b2049e14-a22e-4e30-8817-94398f6e76bf,buy,2.823614,0.898774,2026-03-21 07:28:52,2026-03-21 07:28:52
89e08c2e-c5a1-4cce-b8dd-9ec9e0a16260,b2049e14-a22e-4e30-8817-94398f6e76bf,buy,2.732689,0.928043,2026-03-21 21:00:16,2026-03-21 21:00:16
3b502dbf-e451-4d20-ac8f-01564aa4f2bb,b2049e14-a22e-4e30-8817-94398f6e76bf,buy,2.754995,0.922027,2026-03-24 07:00:58,2026-03-24 07:00:58
5a8bc2cf-8e6f-4ac5-b7b0-ca0daedbc8a3,b2049e14-a22e-4e30-8817-94398f6e76bf,sell,2.313495,0.907497,2026-03-24 15:01:30,2026-03-24 15:01:30
373e7aaf-4a8b-468f-9524-8bb72eb925dc,b2049e14-a22e-4e30-8817-94398f6e76bf,sell,1.75254,0.867808,2026-03-24 18:48:03,2026-03-24 18:48:03
6e424a90-24e5-473f-ab80-b1b97cb2682a,b2049e14-a22e-4e30-8817-94398f6e76bf,buy,3.467248,0.844826,2026-03-25 02:59:52,2026-03-25 02:59:52
f8d0d5c6-2601-4ceb-b6dd-2e0297a46eb3,b2049e14-a22e-4e30-8817-94398f6e76bf,sell,3.854318,0.83327,2026-03-26 15:59:28,2026-03-26 15:59:28
1aab704b-c7d6-4f02-9b77-50f6f8a4286d,b2049e14-a22e-4e30-8817-94398f6e76bf,buy,2.501523,0.789583,2026-03-27 10:51:07,2026-03-27 10:51:07
28c9aedf-7f28-4f1f-963a-1502920c4c2d,b2049e14-a22e-4e30-8817-94398f6e76bf,buy,1.217686,0.830435,2026-03-28 15:02:36,2026-03-28 15:02:36
4a1d8e90-2d8e-409e-bec0-406a5516394b,65c3558f-9516-4516-9e61-24d650fc13e4,buy,22.082966,12.0,2026-03-22 10:42:31,2026-03-22 10:42:31
2cef8e5f-f4e5-47cb-b25b-2c7fa9cb1aa9,65c3558f-9516-4516-9e61-24d650fc13e4,buy,45.178215,12.198409,2026-03-26 08:43:13,2026-03-26 08:43:13
064c1f4f-b8ca-489e-94b1-fa0b8de692a6,65c3558f-9516-4516-9e61-24d650fc13e4,sell,19.207655,12.078104,2026-03-26 20:44:34,2026-03-26 20:44:34
15198ab5-1075-42ef-bec6-2e5503b72394,65c3558f-9516-4516-9e61-24d650fc13e4,buy,44.985315,12.086042,2026-03-27 01:50:20,2026-03-27 01:50:20
9f7a2328-a025-48a7-b9c6-876de3f67be6,65c3558f-9516-4516-9e61-24d650fc13e4,buy,93.149579,12.800678,2026-03-28 03:33:41,2026-03-28 03:33:41
b86c400c-9145-485a-bc37-289567648f63,65c3558f-9516-4516-9e61-24d650fc13e4,buy,138.397024,13.154548,2026-03-28 11:38:44,2026-03-28 11:38:44
a9b5eb9f-e324-46d5-a57e-ded57e6a4a23,65c3558f-9516-4516-9e61-24d650fc13e4,buy,199.542842,13.781424,2026-03-28 12:23:06,2026-03-28 12:23:06
79ca02c0-29b3-4473-b9ad-f24b6f17fd61,65c3558f-9516-4516-9e61-24d650fc13e4,buy,59.791012,13.049801,2026-03-28 14:20:53,2026-03-28 14:20:53
aab1f985-f865-4d39-8e53-7f452e659f98,65c3558f-9516-4516-9e61-24d650fc13e4,sell,18.085105,12.759161,2026-03-29 04:57:45,2026-03-29 04:57:45
2e8815b1-47a4-4910-9dfb-04d7fd896d06,65c3558f-9516-4516-9e61-24d650fc13e4,sell,146.299994,11.954374,2026-03-29 17:53:00,2026-03-29 17:53:00
5377e8da-e9c1-4354-b2ea-c965b6b53cf2,65c3558f-9516-4516-9e61-24d650fc13e4,buy,69.270269,10.959985,2026-03-30 09:28:29,2026-03-30 09:28:29
10485e41-c672-4436-8d55-ee9c06f1489d,65c3558f-9516-4516-9e61-24d650fc13e4,sell,104.701851,10.576414,2026-03-30 12:21:56,2026-03-30 12:21:56
2efef82d-0067-49fa-aeed-6de3522f7ee8,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,buy,79.720893,950.0,2026-03-21 06:34:42,2026-03-21 06:34:42
14848211-d92c-4766-9642-2f6c510fee53,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,sell,35.317558,1009.065566,2026-03-21 13:00:53,2026-03-21 13:00:53
f9672d57-4fe4-4fff-9747-756b9e0ccb9a,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,buy,86.481015,1037.851972,2026-03-21 19:33:57,2026-03-21 19:33:57
40337b65-d0de-4b95-b9b0-57240475ce07,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,buy,43.744425,946.826649,2026-03-22 07:51:15,2026-03-22 07:51:15
6f910226-84bb-4ef2-bba5-ee2ab646aa3d,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,buy,141.048189,944.101835,2026-03-22 09:31:15,2026-03-22 09:31:15
c3f9fbe8-2e62-402c-a9b1-45f637449391,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,sell,91.550369,898.688447,2026-03-24 15:27:29,2026-03-24 15:27:29
ac8249b9-b7ec-4a30-b75a-20fbfd5b4df6,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,sell,60.628664,868.156731,2026-03-24 20:53:20,2026-03-24 20:53:20
9c32b948-4a5a-4dd3-9c0d-ad4c9e74c509,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,buy,40.217781,858.180467,2026-03-25 03:55:43,2026-03-25 03:55:43
54bd82e3-00ad-48fb-9161-ee3bc56eb80b,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,buy,134.469584,823.973609,2026-03-26 11:47:05,2026-03-26 11:47:05
2b16e7dc-6514-4f6d-b12b-96ecfbd8bce2,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,buy,193.217364,840.353741,2026-03-28 20:44:05,2026-03-28 20:44:05
64a110a4-0f97-413c-a352-41aef6be7542,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,buy,78.339213,854.359711,2026-03-29 05:13:52,2026-03-29 05:13:52
a993f4cf-1402-411c-8248-0f6cf822e7c5,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,buy,23.732183,808.337119,2026-03-29 10:56:49,2026-03-29 10:56:49
4f5d4a11-2db4-4df1-a5b4-7aab595d9c9f,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,buy,92.114257,826.751082,2026-03-29 15:01:45,2026-03-29 15:01:45
b42f8493-36f4-4831-be92-d87cc1064600,bc3e9694-e72e-4b9b-8b4e-e266a9654e42,buy,135.044184,871.33453,2026-03-30 19:59:01,2026-03-30 19:59:01
4d21d3c8-a582-4026-9632-59fb82ebbdf7,1b66ee18-5b43-47b1-b7aa-6b60449403fe,buy,6232.15879,5.8,2026-03-13 20:07:39,2026-03-13 20:07:39
823d24fd-9bfa-481c-bc96-f6bfcef4a3d2,1b66ee18-5b43-47b1-b7aa-6b60449403fe,sell,2970.830894,5.550588,2026-03-13 20:39:33,2026-03-13 20:39:33
58a88cbd-3054-4e83-affb-895b1c505913,1b66ee18-5b43-47b1-b7aa-6b60449403fe,buy,2031.772067,5.385231,2026-03-14 06:01:48,2026-03-14 06:01:48
d624e046-387c-4d01-8f7d-d5c42f935496,1b66ee18-5b43-47b1-b7aa-6b60449403fe,buy,5659.662566,5.164988,2026-03-14 10:20:50,2026-03-14 10:20:50
872f4784-d523-4e8b-a3fb-5518a000d3d8,1b66ee18-5b43-47b1-b7aa-6b60449403fe,buy,4150.430049,5.275917,2026-03-15 10:37:52,2026-03-15 10:37:52
d076bc55-c769-4d0c-a47e-e8fe1148d692,1b66ee18-5b43-47b1-b7aa-6b60449403fe,buy,7130.409491,4.815578,2026-03-16 18:58:43,2026-03-16 18:58:43
4287f5f1-6d91-4e0e-9f7f-e6fcc7e39945,1b66ee18-5b43-47b1-b7aa-6b60449403fe,buy,1755.809526,4.71504,2026-03-18 09:53:48,2026-03-18 09:53:48
f24926de-cee1-4383-ab2b-6bb5e2417a40,1b66ee18-5b43-47b1-b7aa-6b60449403fe,buy,7979.220807,4.820517,2026-03-18 14:26:38,2026-03-18 14:26:38
4fd58628-4022-417b-9081-cd3e98165357,1b66ee18-5b43-47b1-b7aa-6b60449403fe,buy,423.68136,4.770347,2026-03-20 01:27:59,2026-03-20 01:27:59
288e3a07-41f2-4c04-a8dd-8eb14d0a6c3c,1b66ee18-5b43-47b1-b7aa-6b60449403fe,buy,2957.83607,4.848949,2026-03-20 10:17:46,2026-03-20 10:17:46
1baaddf8-293c-4cfa-b569-1aa4a1728572,1b66ee18-5b43-47b1-b7aa-6b60449403fe,sell,5699.939566,4.987736,2026-03-21 03:38:30,2026-03-21 03:38:30
b64310f7-c365-48e5-8b07-a988ac06a7cb,1b66ee18-5b43-47b1-b7aa-6b60449403fe,sell,5003.602096,5.135293,2026-03-23 09:34:37,2026-03-23 09:34:37
8ea2f42c-804d-4dfe-92e5-3f0f51e9752d,1b66ee18-5b43-47b1-b7aa-6b60449403fe,buy,5769.869134,5.499465,2026-03-27 19:57:21,2026-03-27 19:57:21
b181b5c7-ba72-4a48-a4c7-0d29ad5dd12e,a7883046-e8f8-4f26-92ae-d796a8b195da,buy,48.152265,7.0,2026-03-20 12:07:11,2026-03-20 12:07:11
02e40ccb-3275-4063-8180-ce9d22c52766,a7883046-e8f8-4f26-92ae-d796a8b195da,sell,14.56701,7.225227,2026-03-21 05:49:51,2026-03-21 05:49:51
0062908a-8bda-44b5-803b-86ac2783fa6e,a7883046-e8f8-4f26-92ae-d796a8b195da,buy,142.440038,6.802804,2026-03-22 15:39:17,2026-03-22 15:39:17
d90dba2c-2f50-45df-b5a2-8e63dd1ae6ac,a7883046-e8f8-4f26-92ae-d796a8b195da,buy,34.030342,6.496139,2026-03-25 03:50:07,2026-03-25 03:50:07
ad139d3f-b8cc-49ed-af7e-2ba80399a3ad,a7883046-e8f8-4f26-92ae-d796a8b195da,buy,42.117312,7.443607,2026-03-25 08:33:26,2026-03-25 08:33:26
e21d980a-12fc-41bc-a2be-9069c9571599,a7883046-e8f8-4f26-92ae-d796a8b195da,buy,12.812209,7.181577,2026-03-26 15:08:12,2026-03-26 15:08:12
502ffe17-88fd-404d-bc49-986c438886fd,a7883046-e8f8-4f26-92ae-d796a8b195da,buy,56.935919,7.264189,2026-03-28 17:25:05,2026-03-28 17:25:05
5214529f-88b8-49dc-9b39-b2ea888cb320,a7883046-e8f8-4f26-92ae-d796a8b195da,buy,65.40707,7.391386,2026-03-28 22:22:20,2026-03-28 22:22:20
811013cb-d30b-47d9-8186-55e25b16af33,a7883046-e8f8-4f26-92ae-d796a8b195da,sell,56.744121,7.100998,2026-03-29 04:25:47,2026-03-29 04:25:47
f1841345-509f-443a-946d-e5c121b6dd8b,a7883046-e8f8-4f26-92ae-d796a8b195da,buy,171.745352,7.591707,2026-03-29 05:22:02,2026-03-29 05:22:02
179b0408-aab3-408a-8184-a19580e23bf8,a7883046-e8f8-4f26-92ae-d796a8b195da,sell,136.180564,7.57178,2026-03-29 23:36:10,2026-03-29 23:36:10
11b87576-3662-45ea-90b0-49619f44e70a,14b4316e-c85b-4982-a43b-99144c9016ef,buy,125.934751,14.0,2026-03-13 01:55:03,2026-03-13 01:55:03
57494657-4bf4-4990-828f-2c57b37886f5,14b4316e-c85b-4982-a43b-99144c9016ef,buy,16.027738,13.815147,2026-03-13 05:17:52,2026-03-13 05:17:52
f6f38fac-db95-4a53-974e-2a5d51ee9367,14b4316e-c85b-4982-a43b-99144c9016ef,sell,54.807476,14.189898,2026-03-13 13:11:34,2026-03-13 13:11:34
816c407b-f47d-43f8-a35c-d04115497c56,14b4316e-c85b-4982-a43b-99144c9016ef,buy,150.210674,14.504262,2026-03-16 01:26:51,2026-03-16 01:26:51
43a8986a-d66a-4fe7-a51c-48c874aa66ba,14b4316e-c85b-4982-a43b-99144c9016ef,buy,175.586154,14.022086,2026-03-25 22:05:14,2026-03-25 22:05:14
212dee56-929a-4263-b4d8-da847e8e9ce5,14b4316e-c85b-4982-a43b-99144c9016ef,buy,98.120852,14.5195,2026-03-27 00:36:38,2026-03-27 00:36:38
0b63d114-8601-43f4-b30d-53bcfc18fa92,14b4316e-c85b-4982-a43b-99144c9016ef,buy,173.912645,15.159688,2026-03-27 06:25:03,2026-03-27 06:25:03
235550bb-e423-4a30-af63-ddae39a747fd,a45d7553-947e-4cf7-8ea4-b475fdf593fc,buy,0.013373,17000.0,2026-03-23 18:26:47,2026-03-23 18:26:47
941498b4-acd8-4261-a6e6-d646b6bed05c,a45d7553-947e-4cf7-8ea4-b475fdf593fc,sell,0.00933,16224.493198,2026-03-25 13:42:22,2026-03-25 13:42:22
796a9f6b-e558-4fb4-8f98-d3ac072e1a04,a45d7553-947e-4cf7-8ea4-b475fdf593fc,buy,0.668246,15830.029037,2026-03-25 15:26:51,2026-03-25 15:26:51
04f8dfdd-53de-4557-95be-487884c8699a,a45d7553-947e-4cf7-8ea4-b475fdf593fc,buy,0.803298,15251.328163,2026-03-26 06:13:01,2026-03-26 06:13:01
5579b554-ea25-48d0-8292-b285f1eb9870,a45d7553-947e-4cf7-8ea4-b475fdf593fc,sell,0.20943,15302.837632,2026-03-26 10:36:08,2026-03-26 10:36:08
1bfc61bb-183c-4b54-9dd3-af67310c0c57,a45d7553-947e-4cf7-8ea4-b475fdf593fc,buy,1.259442,15223.542341,2026-03-26 22:02:28,2026-03-26 22:02:28
aed8d3d9-c5e6-4834-ade1-5f26421468c6,a45d7553-947e-4cf7-8ea4-b475fdf593fc,buy,4.519963,15048.680663,2026-03-27 02:22:41,2026-03-27 02:22:41
282e6e2c-3cbe-42f2-88fe-3ada3762787c,a45d7553-947e-4cf7-8ea4-b475fdf593fc,buy,1.987744,15902.756521,2026-03-27 08:20:23,2026-03-27 08:20:23
21c915c3-9bf1-4d4e-9a95-15778e4601c7,a45d7553-947e-4cf7-8ea4-b475fdf593fc,buy,3.500212,16554.818763,2026-03-27 19:50:35,2026-03-27 19:50:35
20aa5274-1fd7-4524-ae06-ad443e63fafe,a45d7553-947e-4cf7-8ea4-b475fdf593fc,buy,3.280871,16224.668485,2026-03-28 05:08:33,2026-03-28 05:08:33
abcd1a9e-b9ca-4ad0-a2de-f3f52ff34e83,a45d7553-947e-4cf7-8ea4-b475fdf593fc,sell,0.015421,16308.653105,2026-03-29 00:05:46,2026-03-29 00:05:46
8a06e6aa-c7da-4ecb-b73a-8e1fcc87ad03,a45d7553-947e-4cf7-8ea4-b475fdf593fc,buy,0.672172,16749.271733,2026-03-29 11:39:44,2026-03-29 11:39:44
3c4df46a-1b85-42ae-bd2f-4abecc9d4b3a,a45d7553-947e-4cf7-8ea4-b475fdf593fc,buy,3.403114,16185.531962,2026-03-29 15:24:56,2026-03-29 15:24:56
b3eaef32-4567-4728-8cfe-8fabc0d5b3ec,6b5f164e-9bc6-4133-bbb5-98236c9166ae,buy,14.61391,38.0,2026-03-13 17:15:37,2026-03-13 17:15:37
2bd80bc9-b296-4ba1-8a3f-4bee1da0532c,6b5f164e-9bc6-4133-bbb5-98236c9166ae,buy,122.453529,39.159706,2026-03-14 04:02:20,2026-03-14 04:02:20
