id,portfolio_id,ticker,asset_type,quantity,avg_price_brl,created_at,updated_at
6abed19f-355e-4c48-a501-1c37b912a156,1f162cb8-5483-4a20-9df8-e7302a49994a,VALE3.SA,stock,586.486421,70.233053,2025-04-15 00:54:28,2025-10-12 15:33:43
7bb9edeb-358d-4dce-a3e6-341b3926cf32,1f162cb8-5483-4a20-9df8-e7302a49994a,EUR-BRL,fx,35566.020188,5.46773,2025-03-21 00:54:28,2026-02-03 11:45:36
c48d4e27-4859-473d-911c-91e03fadabb2,1f162cb8-5483-4a20-9df8-e7302a49994a,WMT,stock,217.055102,860.978809,2025-03-27 00:54:28,2026-02-27 11:38:34
a6b97a57-1a28-431b-8dcc-0c7c94e672f7,1f162cb8-5483-4a20-9df8-e7302a49994a,TSLA,stock,318.693959,1180.20903,2025-04-13 00:54:28,2025-10-07 07:19:03
50d88225-89cb-4344-bc9d-291d3b851c80,1f162cb8-5483-4a20-9df8-e7302a49994a,SOL-USD,crypto,21.380914,678.308244,2025-03-29 00:54:28,2026-02-17 08:24:24
521f9c0d-55b1-467a-a9a2-47aee82508ff,e435420a-ac28-4567-9c8a-241871643448,AVAX-USD,crypto,1.651798,496.340685,2025-03-31 00:54:28,2026-02-14 04:02:29
71a1cd35-0640-4215-9c1d-8f54f379995c,e435420a-ac28-4567-9c8a-241871643448,NVDA,stock,119.981505,4874.960325,2025-04-08 00:54:28,2026-02-16 14:55:30
23c4a7a2-3f45-4ac3-955d-c7e47ad371c8,e435420a-ac28-4567-9c8a-241871643448,DOGE-USD,crypto,8.122826,0.896639,2025-04-08 00:54:28,2025-09-15 11:20:47
29815f80-7a8f-4c7d-9fae-785942540736,e435420a-ac28-4567-9c8a-241871643448,BBDC4.SA,stock,455.110144,13.61225,2025-04-04 00:54:28,2026-01-12 19:08:38
f247e2b6-07fb-4691-a01d-8c8acecb698e,e435420a-ac28-4567-9c8a-241871643448,JPY-BRL,fx,5100.797516,0.036449,2025-03-23 00:54:28,2026-01-02 02:59:52
c739bcf2-cd4c-4621-901f-7944bfc5c809,e435420a-ac28-4567-9c8a-241871643448,MGLU3.SA,stock,583.750496,6.585971,2025-03-31 00:54:28,2025-12-28 14:47:37
c8f09bab-b689-4324-b298-cf936a5eec7a,e435420a-ac28-4567-9c8a-241871643448,ETH-USD,crypto,7.590091,17424.450589,2025-04-15 00:54:28,2026-02-24 20:16:47
48ea4fd8-be03-48eb-b65b-e3e544046cc3,e435420a-ac28-4567-9c8a-241871643448,BNB-USD,crypto,13.876249,1498.932937,2025-04-07 00:54:28,2026-01-05 15:57:32
130e5bf2-d68b-4fa3-8a06-e734ad98d3ee,e435420a-ac28-4567-9c8a-241871643448,LREN3.SA,stock,92.252571,19.235804,2025-04-06 00:54:28,2025-10-16 14:51:20
8a10bca5-41a2-44e6-a256-bb49ec401300,2f2fa877-e97b-40eb-ab5e-faa3e7220726,SOL-USD,crypto,9.660061,694.444591,2025-03-25 04:56:31,2026-02-16 02:33:03
5103667d-921e-4855-92a0-0bda007a19e2,2f2fa877-e97b-40eb-ab5e-faa3e7220726,DOGE-USD,crypto,6.579763,0.832726,2025-03-31 04:56:31,2026-02-10 19:34:05
7322bc15-fb34-4636-a0ae-04b590c0c9b9,2f2fa877-e97b-40eb-ab5e-faa3e7220726,BBDC4.SA,stock,447.685875,15.354005,2025-03-26 04:56:31,2026-02-18 06:21:37
2cf1fe13-6fba-473f-a32a-5135dc8ca888,2f2fa877-e97b-40eb-ab5e-faa3e7220726,META,stock,405.295686,2328.481214,2025-03-26 04:56:31,2026-01-05 16:22:45
c1c045ba-d910-4d6e-81ca-fe369738b7cb,2f2fa877-e97b-40eb-ab5e-faa3e7220726,B3SA3.SA,stock,785.222527,12.292028,2025-03-31 04:56:31,2026-01-31 23:25:11
5de18636-0208-43ca-aeac-5a22c1f8b056,2f2fa877-e97b-40eb-ab5e-faa3e7220726,GOOGL,stock,238.66564,902.512596,2025-04-04 04:56:31,2026-01-29 12:47:34
df2d8aff-758a-4a2b-a7bd-c1fa76d598f6,2f2fa877-e97b-40eb-ab5e-faa3e7220726,JPY-BRL,fx,22754.618818,0.034439,2025-03-25 04:56:31,2026-01-09 06:28:08
f927e938-7850-4ca8-a950-065e3d540c2c,aa95f462-83de-44e4-aeb2-123156f9fecb,ITUB4.SA,stock,88.894068,33.62733,2025-03-31 04:56:31,2026-01-04 22:29:27
24b38005-a527-457a-9bce-4c94b9fafe4d,aa95f462-83de-44e4-aeb2-123156f9fecb,WEGE3.SA,stock,501.109185,50.575599,2025-03-22 04:56:31,2026-02-04 11:40:40
dc2b14f8-8d90-4fc8-a039-3ed262f4d9bf,aa95f462-83de-44e4-aeb2-123156f9fecb,JPM,stock,663.485102,1088.173297,2025-03-29 04:56:31,2026-02-23 04:29:53
b3383552-efda-4579-b1a1-4d339148f083,aa95f462-83de-44e4-aeb2-123156f9fecb,BNB-USD,crypto,19.519218,1414.095996,2025-03-28 04:56:31,2026-02-04 21:14:57
3edee013-ce51-42ae-9dc3-4fdcc4adc82c,aa95f462-83de-44e4-aeb2-123156f9fecb,RENT3.SA,stock,284.633208,53.125996,2025-03-12 04:56:31,2026-02-04 12:42:19
daa9c14e-a501-4e7b-9d15-4d8be135998d,aa95f462-83de-44e4-aeb2-123156f9fecb,ADA-USD,crypto,17.110748,2.722702,2025-03-28 04:56:31,2026-02-15 16:04:41
baee3cdb-3654-4acb-8436-6242d37f82e1,aa95f462-83de-44e4-aeb2-123156f9fecb,LREN3.SA,stock,217.705026,19.547122,2025-03-14 04:56:31,2025-06-22 12:05:46
8734646c-2137-4b7e-872c-2eac2fac0a95,aa95f462-83de-44e4-aeb2-123156f9fecb,EUR-BRL,fx,10701.89862,5.871636,2025-03-24 04:56:31,2026-02-24 00:47:10
f6214d1e-d5ed-45c8-bb7a-da6a2178eb36,aa95f462-83de-44e4-aeb2-123156f9fecb,ABEV3.SA,stock,950.560197,13.876977,2025-04-04 04:56:31,2026-02-23 08:07:23
70c07447-f44c-4e1d-bf9b-ba362c2dcef7,e7891155-cb47-4c8b-a0f3-72efc0485e04,AAPL,stock,385.116563,983.806044,2025-07-25 19:32:11,2026-01-24 23:48:24
236a3c91-e4ef-47e6-a985-c7329b56df6a,e7891155-cb47-4c8b-a0f3-72efc0485e04,AVAX-USD,crypto,7.442535,454.193973,2025-07-14 19:32:11,2026-02-01 01:04:30
95006f1c-12d2-4e48-9d43-e382ea061a68,e7891155-cb47-4c8b-a0f3-72efc0485e04,BNB-USD,crypto,19.227071,1660.535317,2025-07-02 19:32:11,2026-02-15 10:11:58
736bb2f2-fd95-4614-ba8f-a3d1d4aacd11,7d859669-a097-4050-a640-7744e428aeec,ADA-USD,crypto,5.289236,2.473931,2025-08-02 19:32:11,2026-02-06 15:17:37
fba47d2c-970c-455f-aa6d-53a8f1b573fb,7d859669-a097-4050-a640-7744e428aeec,AMZN,stock,244.319647,939.250868,2025-07-08 19:32:11,2026-02-04 02:26:21
4d0850f6-47f4-459a-8e90-9f12ff47fadc,7d859669-a097-4050-a640-7744e428aeec,ITUB4.SA,stock,390.224084,30.596109,2025-07-12 19:32:11,2026-02-21 18:26:43
7d6ee11a-abbe-42ee-b659-00f25027b6c6,7d859669-a097-4050-a640-7744e428aeec,BTC-USD,crypto,6.709138,271544.220846,2025-07-11 19:32:11,2026-01-12 21:12:20
47e0e443-2b45-4837-93fc-27bffbd0faa8,4bcd7957-6984-4185-8b44-6190a133bc52,XRP-USD,crypto,11.674736,3.204512,2025-05-30 22:15:20,2026-02-08 12:46:43
8a19790f-3456-4e27-9a71-2a48fadc3231,4bcd7957-6984-4185-8b44-6190a133bc52,JPY-BRL,fx,36971.317336,0.030829,2025-05-31 22:15:20,2026-02-26 20:34:19
eb10b587-1bc1-48df-9123-4334d9b1cd17,4bcd7957-6984-4185-8b44-6190a133bc52,DOGE-USD,crypto,15.961477,0.920918,2025-06-12 22:15:20,2026-02-10 18:41:18
c26b271a-bf90-4e8b-a202-110b1a1cf299,4bcd7957-6984-4185-8b44-6190a133bc52,MSFT,stock,102.991952,1724.062211,2025-05-27 22:15:20,2025-10-27 07:53:29
41127268-af05-4bdc-9bcf-4c1cd0d0372e,4bcd7957-6984-4185-8b44-6190a133bc52,BTC-USD,crypto,15.453231,310169.849423,2025-05-23 22:15:20,2026-02-12 13:45:29
653d68d3-7bde-4117-a748-fad376ca6e3d,a0e1db03-e1e9-465c-b726-355cdf6bbfd3,NVDA,stock,337.851162,4575.532622,2025-06-04 22:15:20,2026-02-10 06:47:29
b5da46b2-60e4-40f0-b04b-5327ce803503,a0e1db03-e1e9-465c-b726-355cdf6bbfd3,ITUB4.SA,stock,493.357761,36.366191,2025-05-19 22:15:20,2026-02-09 06:21:59
bc8f81ed-f9ba-4cd3-96dd-70a3192f76d8,a0e1db03-e1e9-465c-b726-355cdf6bbfd3,GOOGL,stock,527.341073,870.224785,2025-06-08 22:15:20,2026-01-01 09:41:44
05260e78-b8b1-42ab-8576-07d82a1508e5,56ac7d5e-f90b-4639-8375-bc0fdde56bef,GBP-BRL,fx,13645.739153,7.206371,2025-02-21 22:23:30,2026-01-16 01:00:06
ff1a7d6d-9081-4d9f-a277-ac4efaafe865,56ac7d5e-f90b-4639-8375-bc0fdde56bef,LREN3.SA,stock,200.97528,17.179574,2025-03-05 22:23:30,2026-02-14 10:18:03
ea681650-f61b-434e-94b7-5da010b057c2,56ac7d5e-f90b-4639-8375-bc0fdde56bef,NVDA,stock,622.355724,4230.262855,2025-02-14 22:23:30,2026-02-27 01:08:33
e09afa4d-512f-4d18-9754-dd52fa53886e,56ac7d5e-f90b-4639-8375-bc0fdde56bef,ADA-USD,crypto,15.164394,2.475728,2025-02-09 22:23:30,2025-12-26 00:06:36
b4620c2c-e446-4889-b2af-a442dfd70fb0,56ac7d5e-f90b-4639-8375-bc0fdde56bef,USD-BRL,fx,66146.992615,4.986737,2025-02-16 22:23:30,2026-02-03 19:17:57
a413d5dd-a150-45c5-bec6-a43609cf9cbd,56ac7d5e-f90b-4639-8375-bc0fdde56bef,BTC-USD,crypto,7.951741,263057.780262,2025-03-06 22:23:30,2026-02-18 08:40:18
81fd56f0-b324-4076-9207-688b70f15858,56ac7d5e-f90b-4639-8375-bc0fdde56bef,PETR4.SA,stock,590.543414,40.082621,2025-03-04 22:23:30,2026-02-15 04:17:17
e113c636-5960-4734-98c9-d3ddd2f43ebb,56ac7d5e-f90b-4639-8375-bc0fdde56bef,EUR-BRL,fx,36283.41179,5.485528,2025-02-27 22:23:30,2026-02-22 23:37:11
50a85977-96dc-4ba1-84c8-43f7f290eeb4,56ac7d5e-f90b-4639-8375-bc0fdde56bef,ETH-USD,crypto,22.593058,15657.186572,2025-02-09 22:23:30,2026-02-09 03:43:00
c62289f3-a3b3-4b69-9402-43ef8b0e5efc,56ac7d5e-f90b-4639-8375-bc0fdde56bef,ABEV3.SA,stock,449.28455,12.742966,2025-02-18 22:23:30,2026-01-27 12:47:31
b273be6d-c4ef-416d-a8d6-3eaf6cc76d19,e483a7be-cca4-490f-acb8-f32625e3350a,ITUB4.SA,stock,317.741097,35.715268,2025-02-25 22:23:30,2026-01-19 10:36:25
fc139f99-b488-49b3-b347-fef34dd103a4,e483a7be-cca4-490f-acb8-f32625e3350a,GOOGL,stock,879.253527,860.617633,2025-02-14 22:23:30,2026-02-12 14:53:34
181abc00-cc39-4ad7-bcaa-5da31dd0f9b4,e483a7be-cca4-490f-acb8-f32625e3350a,BNB-USD,crypto,13.371933,1504.76825,2025-02-14 22:23:30,2026-01-27 08:58:40
b1bc52a8-379c-45f7-b782-c5b2217c0c73,e483a7be-cca4-490f-acb8-f32625e3350a,ETH-USD,crypto,4.695352,17675.715874,2025-02-03 22:23:30,2025-12-03 12:26:00
81f411c4-8886-4192-9051-ef10f533600b,e483a7be-cca4-490f-acb8-f32625e3350a,TSLA,stock,776.534238,1025.287299,2025-02-09 22:23:30,2026-01-15 07:32:06
e5ff7af0-6d38-4ca6-be66-a9f08ee51327,e483a7be-cca4-490f-acb8-f32625e3350a,B3SA3.SA,stock,179.195362,12.114821,2025-02-16 22:23:30,2026-02-18 06:22:41
73152e65-7944-45d5-b940-2d616789851e,e483a7be-cca4-490f-acb8-f32625e3350a,AVAX-USD,crypto,6.406397,479.320379,2025-02-14 22:23:30,2026-02-17 21:14:58
946395cd-a748-457f-a24b-8ba9894c1e78,4b53a7e1-99a7-4314-9030-17a160c74478,AMZN,stock,877.178205,956.810937,2025-02-14 22:23:30,2025-12-19 16:23:00
58b3ba46-4c7a-40e8-83bd-9fce72a6949c,4b53a7e1-99a7-4314-9030-17a160c74478,LREN3.SA,stock,1265.461478,19.866678,2025-03-04 22:23:30,2026-01-13 10:38:30
080ab0f9-6bf3-4025-9414-cc15f4a78e69,4b53a7e1-99a7-4314-9030-17a160c74478,DOGE-USD,crypto,6.360669,0.904721,2025-02-08 22:23:30,2025-12-18 22:18:43
882bfe90-5ae2-4f1e-843c-e7b225e4c547,4b53a7e1-99a7-4314-9030-17a160c74478,ABEV3.SA,stock,1616.884354,11.666253,2025-03-03 22:23:30,2026-02-26 18:35:53
8ece2cf9-970a-4864-9a75-d07b63040c29,f7701551-2b19-4d6c-94fe-cdc853c414ff,BTC-USD,crypto,11.038209,278205.905102,2025-05-02 23:19:10,2025-12-28 02:58:14
b324e789-89ee-4336-8895-e00c342ff5b6,f7701551-2b19-4d6c-94fe-cdc853c414ff,META,stock,253.925781,2686.630752,2025-05-07 23:19:10,2026-02-24 04:27:19
ca374435-9acb-47bd-ad7b-51127e8b2bfa,f7701551-2b19-4d6c-94fe-cdc853c414ff,TSLA,stock,433.400204,1116.187595,2025-05-09 23:19:10,2026-02-02 01:10:47
e15219f3-f85f-4647-a255-06c6c6c06fdf,f7701551-2b19-4d6c-94fe-cdc853c414ff,BNB-USD,crypto,18.816642,1432.760838,2025-05-01 23:19:10,2026-02-24 18:15:58
43446496-73f6-4406-b8a7-730b66f30ee1,f7701551-2b19-4d6c-94fe-cdc853c414ff,SOL-USD,crypto,19.212695,590.821585,2025-05-12 23:19:10,2026-02-19 12:31:54
2628827b-e995-4828-ae89-e6badc157854,f7701551-2b19-4d6c-94fe-cdc853c414ff,ITUB4.SA,stock,103.103805,34.682348,2025-05-21 23:19:10,2026-02-13 11:47:51
727fa0bd-c442-472f-a19c-f07b7f3469c7,f7701551-2b19-4d6c-94fe-cdc853c414ff,WEGE3.SA,stock,400.890068,50.295809,2025-05-23 23:19:10,2025-10-02 17:41:09
ffa90326-8bc9-492b-bd25-4a891f472c43,217333a4-c1a4-41bf-9047-828282c96e08,SOL-USD,crypto,4.444124,683.919412,2025-07-26 08:26:06,2026-02-01 05:15:50
f7b08fdf-3c7b-491b-9bff-01662b07a17e,217333a4-c1a4-41bf-9047-828282c96e08,META,stock,649.713453,2393.415896,2025-07-23 08:26:06,2026-02-01 10:08:53
49e6b1aa-d985-4388-9974-54113590442a,217333a4-c1a4-41bf-9047-828282c96e08,CHF-BRL,fx,11325.546792,5.787403,2025-07-19 08:26:06,2026-01-29 11:43:31
99c19df4-93f0-4dac-8eb4-601ecfff2ce4,217333a4-c1a4-41bf-9047-828282c96e08,VALE3.SA,stock,1146.114096,59.21446,2025-07-24 08:26:06,2026-02-18 23:00:58
be1bb46a-c7b0-45ce-a6e7-48b9621da59d,217333a4-c1a4-41bf-9047-828282c96e08,WEGE3.SA,stock,836.239304,49.862846,2025-07-11 08:26:06,2026-02-20 20:55:02
7171553a-1510-486f-b631-a84270d19d40,78544fb8-cd52-4800-8bcc-16d89a500e4d,JPM,stock,1129.168501,1102.238587,2025-06-24 08:26:06,2025-12-27 16:20:10
925af4fd-4676-4a26-a8c3-a711210b52fe,78544fb8-cd52-4800-8bcc-16d89a500e4d,WEGE3.SA,stock,212.324805,52.752319,2025-07-11 08:26:06,2025-11-30 15:50:17
e3270bf9-b5fd-45f3-ade3-495351234d24,78544fb8-cd52-4800-8bcc-16d89a500e4d,SOL-USD,crypto,35.298447,587.402056,2025-07-16 08:26:06,2026-01-27 22:00:36
27082609-665d-4d22-8ec7-457c2665125c,78544fb8-cd52-4800-8bcc-16d89a500e4d,PETR4.SA,stock,518.801417,38.998956,2025-07-07 08:26:06,2026-02-12 15:36:13
d05db197-c867-40ea-b6d3-b5a3edbdecb6,bda1eb31-d3b4-4d6f-bec9-a8c0baace183,ADA-USD,crypto,12.921679,2.603517,2025-07-08 08:26:06,2026-02-16 03:57:49
d465876a-6493-4b08-8b0e-1d72cf269fcc,bda1eb31-d3b4-4d6f-bec9-a8c0baace183,TSLA,stock,236.349156,1202.462367,2025-07-08 08:26:06,2026-02-28 08:10:08
398ae504-ec31-4ebe-a238-f799207c22c1,bda1eb31-d3b4-4d6f-bec9-a8c0baace183,XRP-USD,crypto,21.736478,3.438366,2025-06-25 08:26:06,2026-02-28 10:32:18
7fe842e5-19f3-4f1e-a723-e2cafbb3f40f,bda1eb31-d3b4-4d6f-bec9-a8c0baace183,V,stock,208.476506,1404.277527,2025-06-28 08:26:06,2025-12-24 09:40:34
11493448-7caf-4c00-8dba-15ca1a546f9d,bda1eb31-d3b4-4d6f-bec9-a8c0baace183,ETH-USD,crypto,7.44923,16838.026306,2025-07-06 08:26:06,2026-01-08 13:52:07
46be2e52-9fd2-4da1-993c-bdf91c03c6ff,bda1eb31-d3b4-4d6f-bec9-a8c0baace183,SOL-USD,crypto,9.21487,689.083217,2025-07-11 08:26:06,2025-11-24 20:57:58
a55a4a82-c4c9-4a52-93b1-df0649043bd0,bda1eb31-d3b4-4d6f-bec9-a8c0baace183,USD-BRL,fx,19692.74411,5.24594,2025-07-22 08:26:06,2026-02-03 03:52:31
554ac4ab-02bb-4b75-93e1-14b6221ba850,bda1eb31-d3b4-4d6f-bec9-a8c0baace183,AVAX-USD,crypto,7.920136,476.789503,2025-06-30 08:26:06,2026-01-07 06:55:47
d992cda1-82d3-413e-90d9-ac5b28279573,ad3fc451-e8cd-469d-8492-1c227f5164b8,ABEV3.SA,stock,849.228576,11.047581,2025-11-07 20:34:57,2026-02-12 14:03:33
f4a60869-2fd2-40e6-8489-c06336f19322,ad3fc451-e8cd-469d-8492-1c227f5164b8,LREN3.SA,stock,618.376754,18.608782,2025-11-12 20:34:57,2026-01-25 18:10:58
d236bd59-b18a-4c75-b873-84f8fb908514,ad3fc451-e8cd-469d-8492-1c227f5164b8,BBDC4.SA,stock,298.656751,12.35955,2025-11-06 20:34:57,2026-02-26 05:22:57
c5c129bb-8085-4b3d-a948-c1d5b793a5be,ad3fc451-e8cd-469d-8492-1c227f5164b8,MGLU3.SA,stock,540.193998,6.424548,2025-11-25 20:34:57,2026-02-24 14:26:31
cb84c48b-acf2-46f7-8ed0-166061b1a244,4712b799-5996-4517-9152-1cdd5e628276,GOOGL,stock,1045.694347,775.278873,2025-11-14 20:34:57,2026-02-24 05:04:51
45ce1a17-653c-4361-b78d-14ce23119c65,4712b799-5996-4517-9152-1cdd5e628276,MSFT,stock,465.424426,1778.393838,2025-11-26 20:34:57,2026-02-27 22:00:40
e03dcc49-bd17-4703-98fc-c964d066a5fc,4712b799-5996-4517-9152-1cdd5e628276,JPM,stock,726.835216,1078.083094,2025-11-20 20:34:57,2026-02-21 17:55:37
f10e0e03-0ad9-4c2b-9722-caf6d46e267f,506219b9-1bc2-4fd0-91c6-23e852c5853d,NVDA,stock,35.440662,5006.869097,2025-03-30 15:28:59,2025-11-25 12:40:48
ffc5e8b7-15e2-4a44-9eb6-b3127cf17809,506219b9-1bc2-4fd0-91c6-23e852c5853d,MSFT,stock,170.05987,2015.627107,2025-03-30 15:28:59,2025-12-16 08:05:54
191be20b-c6c4-42fb-b16b-b341d5366c30,506219b9-1bc2-4fd0-91c6-23e852c5853d,GBP-BRL,fx,29697.013303,6.722731,2025-04-18 15:28:59,2026-02-22 15:26:03
699d3fde-5366-4ad0-ac06-8c0daa5e4978,506219b9-1bc2-4fd0-91c6-23e852c5853d,AVAX-USD,crypto,20.436039,443.324637,2025-04-13 15:28:59,2026-02-17 04:22:24
91e62d27-ed45-4aa1-9447-2f20e182f2ed,506219b9-1bc2-4fd0-91c6-23e852c5853d,DOGE-USD,crypto,13.427389,0.77896,2025-04-19 15:28:59,2026-01-11 03:40:16
e316b94c-d48d-4f45-9c38-48099a33af9d,506219b9-1bc2-4fd0-91c6-23e852c5853d,BTC-USD,crypto,20.456077,263050.045641,2025-04-02 15:28:59,2026-02-23 23:58:19
d20de6c4-bb04-459b-b0fd-21b6a9c59f08,506219b9-1bc2-4fd0-91c6-23e852c5853d,GOOGL,stock,1133.37222,787.572352,2025-04-08 15:28:59,2026-01-20 13:25:21
c225dfa7-7c27-4782-8bda-1d0e39f09c5b,506219b9-1bc2-4fd0-91c6-23e852c5853d,BNB-USD,crypto,9.486488,1503.933092,2025-04-27 15:28:59,2026-02-06 22:18:29
753f97d2-ad17-403d-b0a5-1cb00686aa9b,506219b9-1bc2-4fd0-91c6-23e852c5853d,XRP-USD,crypto,5.136629,3.406502,2025-04-12 15:28:59,2025-12-08 11:35:12
22eb558e-b736-4b5c-9646-30c61d6b32fa,92f21439-357e-4012-926e-ce5652fa5ec5,AVAX-USD,crypto,7.151031,462.873215,2025-04-29 15:28:59,2026-02-27 09:42:27
